BARRIO,CLIENTE,MNT TRX,PORCENTAJE POR CLIENTE
Unidad Residencial Santiago de Cali,9.02E+18,26075,0
Urbanización Tequendama,8.48E+18,26020,0
Urbanización Tequendama,-2.34E+18,26020,0
Urbanización Tequendama,-3.85E+18,26020,0
Urbanización Tequendama,1.70E+18,26020,0
Urbanización Tequendama,1.27E+17,26020,0
Urbanización Tequendama,-8.87E+18,26020,0
Urbanización Tequendama,-3.67E+18,26020,0
Urbanización Tequendama,-7.85E+18,26020,0
Urbanización Tequendama,-6.99E+18,26020,0
Urbanización Tequendama,-7.25E+18,26020,0
Urbanización Tequendama,-5.57E+17,26020,0
Urbanización Tequendama,2.21E+18,26020,0
Urbanización Tequendama,5.35E+18,26020,0
Urbanización Tequendama,-6.81E+18,26020,0
Urbanización Tequendama,-8.68E+18,26020,0
Urbanización Tequendama,-1.24E+18,26020,0
Urbanización Tequendama,-6.45E+18,26020,0
Urbanización Tequendama,6.20E+16,26020,0
Urbanización Tequendama,-7.76E+18,26020,0
Urbanización Tequendama,-4.17E+18,26020,0
Urbanización Tequendama,7.56E+18,26020,0
Urbanización Tequendama,-5.49E+18,26020,0
Urbanización Tequendama,-4.70E+18,26020,0
Urbanización Tequendama,4.32E+18,26020,0
Urbanización Tequendama,-2.04E+18,26020,0
Urbanización Tequendama,6.80E+18,26020,0
Urbanización Tequendama,-1.72E+18,26020,0
Urbanización Tequendama,-7.71E+18,26020,0
Urbanización Tequendama,-8.41E+18,26020,0
Urbanización Tequendama,1.90E+18,26020,0
Urbanización Tequendama,-4.70E+18,26020,0
Urbanización Tequendama,-4.96E+17,26020,0
Urbanización Tequendama,6.12E+18,26020,0
Urbanización Tequendama,2.65E+18,26020,0
Urbanización Tequendama,8.76E+18,26020,0
Urbanización Tequendama,2.40E+18,26020,0
Urbanización Tequendama,1.51E+18,26020,0
El Sena,-4.26E+18,26015,0
El Sena,-2.66E+18,26015,0
El Sena,6.28E+18,26015,0
El Sena,-3.58E+18,26015,0
El Sena,2.38E+18,26015,0
El Sena,-8.96E+18,26015,0
El Sena,6.42E+18,26015,0
El Sena,-1.52E+18,26015,0
El Sena,-4.46E+18,26015,0
El Sena,8.92E+18,26015,0
El Sena,-1.54E+18,26015,0
El Sena,-8.42E+18,26015,0
El Sena,7.92E+18,26015,0
El Sena,1.44E+18,26015,0
El Sena,-6.41E+18,26015,0
El Sena,-3.46E+18,26015,0
El Sena,-9.02E+18,26015,0
El Sena,5.27E+18,26015,0
El Sena,2.27E+18,26015,0
El Sena,5.62E+18,26015,0
Urbanización Tequendama,4.10E+17,26015,0
El Sena,-8.64E+17,26015,0
San Fernando Nuevo,5.59E+18,25970,0
Urbanización Río Lili,-9.18E+18,25960,0
Urbanización Río Lili,8.67E+18,25960,0
Urbanización Río Lili,3.79E+18,25960,0
Urbanización Río Lili,4.63E+18,25960,0
Urbanización Río Lili,2.25E+18,25960,0
Urbanización Río Lili,-1.47E+18,25960,0
Urbanización Río Lili,-5.38E+18,25960,0
Urbanización Río Lili,-2.56E+18,25960,0
Urbanización Río Lili,5.90E+18,25960,0
Urbanización Río Lili,-4.11E+18,25960,0
Urbanización Río Lili,-8.70E+16,25960,0
Urbanización Río Lili,-6.77E+18,25960,0
Urbanización Río Lili,7.84E+18,25960,0
Urbanización Río Lili,1.70E+18,25960,0
Urbanización Río Lili,7.30E+18,25960,0
Urbanización Río Lili,-7.17E+18,25960,0
Urbanización Río Lili,6.18E+18,25960,0
Urbanización Río Lili,7.59E+17,25960,0
Urbanización Río Lili,-3.61E+18,25960,0
Urbanización Río Lili,7.25E+18,25960,0
Urbanización Río Lili,-6.71E+18,25960,0
Urbanización Río Lili,6.13E+17,25960,0
Urbanización Río Lili,5.22E+18,25960,0
Urbanización Río Lili,-5.85E+17,25960,0
Urbanización Río Lili,-4.42E+18,25960,0
Urbanización Río Lili,2.00E+17,25960,0
Urbanización Río Lili,6.71E+18,25960,0
Urbanización Río Lili,-6.36E+18,25960,0
La Floresta,3.58E+18,25940,0
La Floresta,3.45E+18,25940,0
La Floresta,8.62E+18,25940,0
La Floresta,-8.26E+18,25940,0
La Floresta,-2.27E+18,25940,0
Los Alcázares,6.32E+18,25935,0
Los Alcázares,8.18E+18,25935,0
Los Alcázares,-5.53E+18,25935,0
Los Alcázares,-8.46E+18,25935,0
Urbanización Militar,6.37E+18,25880,0
Santa Mónica Residencial,-1.31E+17,25877.5,0
Urbanización Militar,-6.50E+18,25875,0
Urbanización Militar,6.77E+16,25875,0
La Independencia,9.03E+18,25870,0
La Independencia,-4.61E+18,25870,0
La Independencia,-5.37E+18,25870,0
La Independencia,1.16E+17,25870,0
La Independencia,-6.91E+18,25870,0
La Independencia,-1.50E+18,25870,0
La Independencia,-2.34E+18,25870,0
La Independencia,-2.62E+18,25870,0
La Independencia,-8.46E+17,25870,0
La Independencia,-4.40E+17,25870,0
La Independencia,1.81E+18,25870,0
La Independencia,-4.10E+18,25870,0
La Independencia,8.79E+18,25870,0
La Independencia,3.60E+18,25870,0
La Independencia,-4.83E+18,25870,0
La Merced,-9.21E+18,25865,0
San Fernando Nuevo,4.66E+18,25860,0
San Fernando Nuevo,-1.60E+18,25860,0
San Fernando Nuevo,-6.51E+18,25860,0
San Fernando Nuevo,2.87E+18,25860,0
San Fernando Nuevo,1.70E+18,25860,0
San Fernando Nuevo,-5.00E+18,25860,0
San Fernando Nuevo,8.18E+18,25860,0
San Fernando Nuevo,-5.38E+18,25860,0
San Fernando Nuevo,-1.47E+18,25860,0
San Fernando Nuevo,-7.97E+17,25860,0
San Fernando Nuevo,-7.98E+18,25860,0
San Fernando Nuevo,-8.71E+17,25860,0
San Fernando Nuevo,2.21E+18,25860,0
San Fernando Nuevo,-8.91E+18,25860,0
San Fernando Nuevo,-1.08E+18,25860,0
San Fernando Nuevo,1.45E+18,25860,0
San Fernando Nuevo,6.39E+18,25860,0
San Fernando Nuevo,-7.90E+18,25860,0
San Fernando Nuevo,6.50E+18,25860,0
San Fernando Nuevo,7.48E+18,25860,0
San Fernando Nuevo,-2.99E+18,25860,0
San Fernando Nuevo,-4.51E+18,25860,0
San Fernando Nuevo,5.31E+18,25860,0
San Fernando Nuevo,-5.97E+18,25860,0
San Fernando Nuevo,-1.47E+18,25860,0
San Fernando Nuevo,-5.56E+18,25860,0
San Fernando Nuevo,-9.20E+18,25860,0
San Fernando Nuevo,1.55E+18,25860,0
San Fernando Nuevo,-4.48E+18,25860,0
San Fernando Nuevo,2.48E+18,25860,0
San Fernando Nuevo,3.38E+18,25860,0
San Fernando Nuevo,-4.27E+18,25860,0
San Fernando Nuevo,-5.08E+18,25860,0
San Fernando Nuevo,8.80E+18,25860,0
San Fernando Nuevo,-2.25E+18,25860,0
La Flora,-4.07E+18,25725,0
La Flora,2.58E+18,25725,0
Chipichape,8.46E+18,25720,0
Chipichape,-3.73E+18,25720,0
Chipichape,2.18E+18,25720,0
Chipichape,-7.23E+18,25720,0
Chipichape,7.73E+18,25720,0
Chipichape,4.79E+18,25720,0
Chipichape,2.06E+18,25720,0
Chipichape,4.60E+17,25720,0
Chipichape,-5.79E+18,25720,0
Chipichape,8.82E+18,25720,0
Chipichape,1.20E+18,25720,0
Chipichape,8.09E+18,25720,0
Chipichape,1.49E+17,25720,0
Chipichape,3.92E+17,25720,0
Chipichape,7.99E+18,25720,0
Chipichape,2.64E+18,25720,0
Chipichape,8.02E+18,25720,0
Chipichape,-1.82E+18,25720,0
Chipichape,7.93E+17,25720,0
Chipichape,-2.48E+18,25720,0
Chipichape,4.44E+18,25720,0
Chipichape,4.74E+18,25720,0
Chipichape,-5.66E+18,25720,0
Chipichape,4.60E+18,25720,0
Chipichape,-8.97E+18,25720,0
Chipichape,8.79E+17,25720,0
Chipichape,-1.54E+18,25720,0
Chipichape,-6.67E+18,25720,0
Chipichape,-3.36E+18,25720,0
Chipichape,4.77E+18,25720,0
Chipichape,-3.37E+18,25720,0
Chipichape,4.58E+18,25720,0
Chipichape,-5.72E+18,25720,0
Chipichape,-5.16E+18,25720,0
Chipichape,8.48E+18,25720,0
Chipichape,-2.92E+17,25720,0
Chipichape,-7.49E+18,25720,0
Chipichape,-9.76E+17,25720,0
Chipichape,-5.89E+18,25720,0
Chipichape,2.25E+18,25720,0
Chipichape,-5.45E+17,25720,0
Chipichape,-2.82E+18,25720,0
El Sena,1.53E+18,25700,0
El Sena,4.19E+18,25700,0
Unicentro Cali,7.06E+18,25685,0
Unicentro Cali,-2.32E+18,25685,0
Unicentro Cali,-8.08E+18,25685,0
Unicentro Cali,-4.93E+18,25685,0
Unicentro Cali,-9.05E+18,25685,0
Unicentro Cali,6.83E+18,25685,0
Unicentro Cali,-1.76E+18,25685,0
Unicentro Cali,7.24E+18,25685,0
Unicentro Cali,8.56E+18,25685,0
Unicentro Cali,9.21E+18,25685,0
Unicentro Cali,2.08E+18,25685,0
Unicentro Cali,4.30E+18,25685,0
Unicentro Cali,5.82E+18,25685,0
Unicentro Cali,-8.20E+17,25685,0
Unicentro Cali,5.62E+18,25685,0
Unicentro Cali,-7.92E+17,25685,0
Unicentro Cali,9.02E+17,25685,0
Unicentro Cali,8.77E+18,25685,0
Unicentro Cali,-1.65E+18,25685,0
Unicentro Cali,-6.52E+18,25685,0
Unicentro Cali,-2.19E+17,25685,0
Unicentro Cali,7.11E+17,25685,0
Unicentro Cali,-3.38E+18,25685,0
Unicentro Cali,-5.20E+18,25685,0
Unicentro Cali,-1.72E+18,25685,0
Unicentro Cali,-1.08E+18,25685,0
Unicentro Cali,-2.86E+18,25685,0
Unicentro Cali,-6.42E+18,25685,0
Unicentro Cali,7.41E+18,25685,0
Unicentro Cali,-7.72E+17,25685,0
Buenos Aires,-4.48E+18,25650,0
Santander,1.61E+18,25640,0
El Sena,3.73E+15,25630,0
Urbanización Tequendama,8.45E+18,25630,0
El Sena,-6.06E+18,25630,0
Unicentro Cali,-1.29E+18,25615,0
San Pedro,4.23E+18,25476,0
Urbanización San Juaquín,-2.32E+18,25430,0
Urbanización San Juaquín,9.21E+18,25430,0
Urbanización San Juaquín,-8.14E+18,25430,0
Urbanización San Juaquín,-1.93E+18,25430,0
Urbanización San Juaquín,2.29E+18,25430,0
Urbanización San Juaquín,-5.10E+18,25430,0
Urbanización San Juaquín,-9.82E+17,25430,0
Urbanización San Juaquín,-8.21E+18,25430,0
Urbanización San Juaquín,7.94E+18,25430,0
Urbanización San Juaquín,8.60E+18,25430,0
Urbanización San Juaquín,2.85E+18,25430,0
Urbanización San Juaquín,2.14E+18,25430,0
Urbanización San Juaquín,3.29E+18,25430,0
Urbanización San Juaquín,9.04E+18,25430,0
Urbanización San Juaquín,-2.35E+18,25430,0
Urbanización San Juaquín,-5.05E+18,25430,0
Urbanización San Juaquín,-6.28E+18,25430,0
Urbanización San Juaquín,-7.59E+18,25430,0
Urbanización San Juaquín,4.30E+18,25430,0
Urbanización San Juaquín,-4.28E+18,25430,0
Urbanización San Juaquín,-2.74E+17,25430,0
Urbanización San Juaquín,4.70E+18,25430,0
Urbanización San Juaquín,8.25E+18,25430,0
Urbanización San Juaquín,6.50E+18,25430,0
Urbanización San Juaquín,7.24E+18,25430,0
Urbanización San Juaquín,5.13E+18,25430,0
Urbanización San Juaquín,-5.09E+18,25430,0
Urbanización San Juaquín,-7.93E+17,25430,0
Urbanización San Juaquín,-2.23E+17,25430,0
Urbanización San Juaquín,-1.36E+18,25430,0
Urbanización San Juaquín,-1.45E+18,25430,0
Urbanización San Juaquín,-4.12E+18,25430,0
Urbanización San Juaquín,6.74E+18,25430,0
Urbanización San Juaquín,-6.87E+18,25430,0
Urbanización San Juaquín,-7.92E+17,25430,0
Urbanización San Juaquín,-4.33E+18,25430,0
Urbanización San Juaquín,-7.52E+18,25430,0
Urbanización San Juaquín,2.81E+18,25430,0
Urbanización San Juaquín,6.36E+18,25430,0
Urbanización San Juaquín,-1.31E+17,25430,0
Urbanización San Juaquín,7.07E+18,25430,0
Urbanización San Juaquín,3.94E+18,25430,0
Urbanización San Juaquín,1.70E+18,25430,0
Urbanización San Juaquín,1.30E+18,25430,0
Urbanización San Juaquín,6.32E+18,25430,0
Urbanización San Juaquín,-1.72E+18,25430,0
Urbanización San Juaquín,8.93E+18,25430,0
Urbanización San Juaquín,2.97E+18,25430,0
Urbanización San Juaquín,4.87E+17,25430,0
Urbanización San Juaquín,-9.02E+18,25430,0
Urbanización San Juaquín,-5.38E+18,25430,0
Urbanización San Juaquín,-4.71E+18,25430,0
Urbanización San Juaquín,-7.57E+18,25430,0
Lili,5.25E+18,25415,0
Lili,-1.38E+18,25415,0
Lili,-5.42E+17,25415,0
Lili,8.00E+18,25415,0
Lili,5.40E+18,25415,0
Lili,1.84E+18,25415,0
Lili,-5.73E+18,25415,0
Lili,-5.45E+18,25415,0
Lili,5.94E+17,25415,0
Lili,-1.60E+18,25415,0
Lili,4.24E+18,25415,0
Lili,-6.50E+18,25415,0
Lili,-6.98E+18,25415,0
Lili,6.96E+18,25415,0
Lili,-8.41E+18,25415,0
Lili,-7.59E+18,25415,0
Lili,-9.98E+17,25415,0
Lili,-8.85E+18,25415,0
Lili,-4.33E+18,25415,0
Lili,-2.32E+18,25415,0
Lili,-1.72E+18,25415,0
Lili,-7.60E+18,25415,0
Lili,8.56E+18,25415,0
Lili,1.30E+18,25415,0
Lili,-3.58E+18,25415,0
Lili,6.12E+18,25415,0
Lili,-1.65E+18,25415,0
Lili,-2.65E+18,25415,0
Lili,2.50E+18,25415,0
Lili,-3.43E+18,25415,0
Lili,8.13E+18,25415,0
Lili,6.40E+18,25415,0
Lili,-6.41E+18,25415,0
Lili,3.25E+18,25415,0
Lili,7.25E+18,25415,0
Lili,-5.70E+18,25415,0
San Pedro,1.81E+18,25410,0
El Prado,1.11E+18,25365,0
Juanambu,8.98E+18,25360,0
Juanambu,-4.03E+18,25360,0
Juanambu,7.83E+18,25360,0
Juanambu,6.22E+18,25360,0
Juanambu,-7.90E+18,25360,0
Juanambu,-1.52E+18,25360,0
Juanambu,6.02E+18,25360,0
Juanambu,-9.06E+18,25360,0
Juanambu,-3.40E+18,25360,0
Juanambu,3.81E+18,25360,0
Juanambu,-1.13E+18,25360,0
Juanambu,6.67E+16,25360,0
Juanambu,5.62E+18,25360,0
Juanambu,7.27E+18,25360,0
Juanambu,-7.93E+18,25360,0
Juanambu,2.85E+18,25360,0
Juanambu,6.79E+17,25360,0
Juanambu,1.04E+18,25360,0
Juanambu,-6.13E+17,25360,0
Juanambu,-3.10E+18,25360,0
Juanambu,1.67E+18,25360,0
Juanambu,1.91E+18,25360,0
Juanambu,8.46E+18,25360,0
Juanambu,3.35E+17,25360,0
Juanambu,-5.52E+18,25360,0
Juanambu,4.10E+18,25360,0
Juanambu,-3.58E+18,25360,0
Juanambu,-4.59E+18,25350,0
Juanambu,3.27E+18,25350,0
Juanambu,-4.44E+18,25350,0
Juanambu,-9.28E+17,25350,0
Chipichape,3.90E+18,25320,0
Santa Rita,5.23E+18,25320,0
Chipichape,-8.86E+18,25320,0
Chipichape,6.15E+18,25320,0
Chipichape,8.65E+18,25320,0
Chipichape,-6.07E+18,25320,0
Chipichape,-4.53E+18,25320,0
Chipichape,7.74E+18,25320,0
Chipichape,6.56E+18,25320,0
Santa Rita,-7.00E+17,25320,0
Chipichape,2.81E+18,25320,0
Chipichape,-2.87E+18,25320,0
Chipichape,6.54E+18,25320,0
Chipichape,-8.75E+18,25320,0
Santa Rita,9.06E+18,25320,0
Chipichape,-8.41E+18,25320,0
Chipichape,6.26E+18,25320,0
Santa Rita,-2.77E+18,25320,0
Chipichape,-8.67E+18,25320,0
Chipichape,-2.81E+18,25320,0
Chipichape,3.45E+16,25320,0
Santa Rita,4.15E+18,25320,0
Santa Rita,-9.21E+18,25315,0
Santa Rita,7.49E+18,25310,0
Santa Rita,1.98E+18,25310,0
Santa Rita,-5.07E+18,25310,0
Santa Rita,9.03E+18,25300,0
Santa Rita,-7.37E+18,25300,0
Santa Rita,7.82E+18,25300,0
Santa Rita,-8.77E+18,25300,0
Santa Teresita,7.81E+18,25270,0
Urbanización Tequendama,-9.50E+16,25245,0
Urbanización Militar,1.62E+18,25120,0
Urbanización Militar,5.99E+18,25120,0
Urbanización Militar,-1.67E+18,25120,0
Urbanización Militar,6.46E+18,25120,0
Urbanización Militar,5.98E+17,25120,0
Urbanización Militar,-7.19E+18,25120,0
Urbanización Militar,2.03E+18,25120,0
Urbanización Militar,-2.44E+18,25120,0
Urbanización Militar,-1.48E+18,25120,0
Urbanización Militar,-5.51E+16,25120,0
Urbanización Militar,-8.70E+18,25120,0
Urbanización Militar,-1.24E+17,25120,0
Urbanización Militar,-7.90E+18,25120,0
Urbanización Militar,-7.77E+18,25120,0
Urbanización Militar,-3.54E+18,25120,0
Urbanización Militar,7.79E+18,25120,0
Urbanización Militar,6.23E+18,25120,0
Urbanización Militar,-5.68E+18,25120,0
Urbanización Militar,-7.09E+18,25120,0
Urbanización Militar,7.22E+18,25120,0
Urbanización Militar,3.58E+18,25120,0
Urbanización Militar,-7.24E+18,25120,0
Urbanización Militar,-9.19E+18,25120,0
Urbanización Militar,3.20E+18,25120,0
Urbanización Militar,-4.69E+18,25120,0
Urbanización Militar,5.84E+18,25120,0
Urbanización Militar,6.68E+18,25120,0
Urbanización Militar,-1.71E+18,25120,0
Urbanización Militar,-6.84E+18,25120,0
Urbanización Militar,-8.58E+18,25120,0
Urbanización Militar,8.05E+18,25120,0
Urbanización Militar,-9.04E+18,25120,0
Urbanización Militar,7.85E+18,25120,0
Urbanización Militar,-6.59E+18,25120,0
Urbanización Militar,7.94E+18,25120,0
Urbanización Militar,-3.39E+18,25120,0
Urbanización Militar,-3.86E+18,25120,0
Urbanización Río Lili,3.14E+18,25060,0
Urbanización Río Lili,-8.16E+18,25060,0
Urbanización Río Lili,-9.16E+18,25060,0
Urbanización Tequendama,-5.38E+18,25035,0
Lili,8.03E+18,25035,0
Lili,-3.62E+18,25035,0
Santander,1.49E+18,25030,0
Santander,3.35E+18,25030,0
Santander,-8.71E+17,25030,0
Santander,3.91E+17,25030,0
Santander,-4.55E+17,25030,0
Santander,-8.19E+18,25030,0
Santander,-8.26E+18,25030,0
Santander,-4.77E+18,25030,0
Santander,8.45E+18,25030,0
Santander,-2.40E+18,25030,0
Santander,2.60E+18,25030,0
Santander,4.15E+18,25030,0
Santander,-8.11E+18,25030,0
Santander,-4.28E+18,25030,0
Santander,9.08E+18,25030,0
Santander,-5.79E+18,25030,0
Santander,-6.17E+17,25030,0
Santander,8.59E+18,25030,0
Santander,7.17E+18,25030,0
Santander,-1.10E+18,25030,0
Santander,7.79E+18,25030,0
Santander,9.07E+18,25030,0
Santander,-9.45E+17,25030,0
Lili,7.57E+17,24985,0
Santa Mónica Residencial,8.65E+18,24981,0
Urbanización Ciudad Jardín,-4.68E+18,24940,0
Urbanización Ciudad Jardín,-8.45E+18,24940,0
Urbanización Ciudad Jardín,-5.63E+18,24940,0
Urbanización Ciudad Jardín,6.14E+18,24940,0
Urbanización Ciudad Jardín,9.17E+18,24940,0
Urbanización Ciudad Jardín,-2.20E+18,24940,0
Urbanización Ciudad Jardín,6.99E+18,24940,0
Urbanización Ciudad Jardín,-3.72E+17,24940,0
Urbanización Ciudad Jardín,-7.67E+18,24940,0
Urbanización Ciudad Jardín,4.67E+18,24940,0
Urbanización Ciudad Jardín,7.10E+18,24940,0
Lili,2.38E+18,24900,0
Unicentro Cali,4.82E+18,24870,0
Unicentro Cali,-3.67E+18,24870,0
Unicentro Cali,-5.47E+18,24870,0
Unicentro Cali,7.00E+18,24870,0
La Merced,-8.13E+18,24850,0
La Merced,-8.57E+18,24850,0
La Merced,-1.51E+18,24850,0
La Merced,-3.48E+18,24850,0
La Merced,5.37E+18,24850,0
La Merced,-2.88E+18,24850,0
La Merced,2.91E+18,24850,0
La Merced,7.20E+18,24850,0
La Merced,2.17E+18,24850,0
La Merced,-8.73E+18,24850,0
La Merced,4.72E+18,24850,0
La Merced,-3.84E+18,24850,0
La Merced,4.77E+18,24850,0
La Merced,-6.64E+17,24850,0
La Merced,-1.63E+18,24850,0
San Pedro,-2.80E+17,24816,0
San Pedro,-7.27E+17,24816,0
San Pedro,1.23E+18,24816,0
San Pedro,8.88E+18,24816,0
San Pedro,6.02E+18,24816,0
San Pedro,2.18E+18,24816,0
San Pedro,-2.40E+18,24816,0
San Pedro,-6.91E+18,24816,0
El Sena,4.82E+18,24790,0
El Sena,4.33E+18,24790,0
El Sena,-7.99E+18,24790,0
El Sena,-4.89E+18,24790,0
El Sena,-6.10E+18,24790,0
Santa Teresita,-3.55E+18,24750,0
Santa Teresita,-8.80E+18,24750,0
Santa Teresita,8.08E+18,24750,0
El Cedro,-2.88E+18,24750,0
El Cedro,-4.44E+18,24750,0
Santa Teresita,7.12E+18,24750,0
Santa Teresita,-2.86E+18,24750,0
Santa Teresita,-6.07E+18,24750,0
Santa Teresita,6.52E+17,24750,0
Santa Teresita,1.50E+18,24750,0
Santa Teresita,-9.04E+18,24750,0
Santa Teresita,5.42E+18,24750,0
Santa Teresita,7.72E+18,24750,0
Santa Teresita,6.02E+18,24750,0
Santa Teresita,7.80E+18,24750,0
Santa Teresita,-8.13E+18,24750,0
Santa Teresita,-6.60E+18,24750,0
Santa Teresita,-4.90E+18,24750,0
Santa Teresita,4.11E+18,24750,0
Santa Teresita,-7.39E+18,24750,0
Santa Teresita,6.61E+18,24750,0
Santa Teresita,4.83E+18,24750,0
Santa Teresita,7.94E+18,24750,0
Santa Teresita,7.93E+18,24750,0
Santa Teresita,4.02E+17,24750,0
Santa Teresita,-5.69E+18,24750,0
Santa Teresita,8.58E+18,24750,0
Santa Teresita,8.35E+18,24750,0
Santa Teresita,5.32E+18,24750,0
Santa Teresita,6.74E+18,24750,0
Santa Teresita,1.00E+18,24750,0
Santa Teresita,-1.72E+18,24750,0
Santa Teresita,6.17E+18,24750,0
Santa Teresita,5.30E+18,24750,0
El Cedro,1.23E+18,24750,0
Santa Teresita,-8.74E+18,24750,0
Santa Teresita,7.10E+18,24750,0
Santa Teresita,-6.94E+18,24750,0
Santa Teresita,6.22E+18,24750,0
Santa Teresita,9.08E+18,24750,0
Santa Teresita,1.12E+18,24750,0
El Cedro,3.98E+18,24744.5,0
El Cedro,1.64E+18,24744.5,0
El Cedro,6.18E+18,24744.5,0
El Cedro,6.92E+17,24744.5,0
Santa Mónica Residencial,8.77E+17,24717,0
Santa Mónica Residencial,-2.00E+18,24717,0
San Pedro,-6.83E+18,24684,0
San Pedro,7.93E+18,24651,0
Urbanización La Flora,2.77E+18,24651,0
Urbanización La Flora,8.17E+18,24651,0
Planta de Tratamiento,-6.08E+18,24645,0
Planta de Tratamiento,5.99E+18,24645,0
Planta de Tratamiento,-3.40E+18,24645,0
Planta de Tratamiento,-7.18E+18,24645,0
Planta de Tratamiento,-3.10E+18,24645,0
Planta de Tratamiento,-8.06E+18,24645,0
Planta de Tratamiento,-3.78E+18,24645,0
Planta de Tratamiento,-7.50E+18,24645,0
Planta de Tratamiento,6.80E+18,24645,0
Planta de Tratamiento,3.27E+18,24645,0
Planta de Tratamiento,3.60E+18,24645,0
Vipasa,-7.44E+18,24640,0
Vipasa,5.07E+18,24640,0
Juanambu,-3.14E+18,24630,0
Lili,-3.74E+18,24615,0
Lili,-8.27E+18,24615,0
Lili,9.08E+18,24615,0
San Pedro,-1.04E+18,24612.5,0
San Pedro,-8.51E+18,24612.5,0
San Pedro,-4.76E+18,24601.5,0
Chapinero,5.09E+18,24600,0
Colseguros Andes,4.09E+18,24570,0
San Fernando Nuevo,-4.89E+18,24545,0
San Fernando Nuevo,-9.97E+17,24545,0
San Fernando Nuevo,-7.27E+18,24545,0
San Fernando Nuevo,-5.28E+18,24545,0
San Fernando Nuevo,-1.58E+18,24545,0
San Fernando Nuevo,-1.44E+18,24545,0
San Fernando Nuevo,7.77E+17,24545,0
San Fernando Nuevo,5.15E+18,24545,0
San Fernando Nuevo,-1.63E+18,24545,0
San Fernando Nuevo,-4.59E+18,24545,0
San Fernando Nuevo,-2.12E+18,24545,0
San Fernando Nuevo,3.60E+18,24545,0
San Fernando Nuevo,6.20E+18,24545,0
San Fernando Nuevo,7.08E+18,24545,0
San Fernando Nuevo,4.45E+18,24545,0
San Fernando Nuevo,3.90E+18,24545,0
San Fernando Nuevo,5.03E+18,24545,0
San Fernando Nuevo,3.76E+18,24545,0
Urbanización Tequendama,-6.47E+17,24475,0
Urbanización Tequendama,1.71E+18,24475,0
Urbanización Tequendama,8.80E+18,24475,0
Urbanización Tequendama,-5.56E+18,24475,0
Urbanización Tequendama,-5.64E+18,24475,0
Urbanización Tequendama,9.00E+18,24475,0
Urbanización Tequendama,-1.59E+18,24475,0
Urbanización Tequendama,4.32E+18,24475,0
Urbanización Tequendama,-2.35E+18,24475,0
Urbanización Tequendama,7.82E+18,24475,0
Urbanización Tequendama,-7.24E+18,24475,0
Urbanización Tequendama,-1.24E+17,24475,0
Urbanización Tequendama,-3.17E+17,24475,0
Urbanización Tequendama,-5.60E+18,24475,0
Sucre,-1.30E+17,24450,0
Sucre,-6.41E+18,24450,0
Sucre,8.01E+18,24450,0
San Vicente,1.09E+18,24425.5,0
San Vicente,-6.00E+18,24425.5,0
San Vicente,7.71E+18,24425.5,0
San Vicente,3.85E+18,24425.5,0
San Vicente,7.53E+18,24425.5,0
San Vicente,-8.08E+18,24425.5,0
San Vicente,2.44E+18,24425.5,0
San Vicente,-1.24E+17,24425.5,0
San Vicente,2.65E+18,24425.5,0
San Vicente,-8.19E+18,24425.5,0
San Vicente,4.15E+18,24425.5,0
San Vicente,-2.71E+18,24425.5,0
Junin,4.74E+18,24403.5,0
Junin,-6.88E+18,24403.5,0
Chipichape,6.44E+18,24360,0
Chipichape,-4.94E+18,24360,0
Chipichape,-6.62E+17,24360,0
El Cedro,-1.12E+17,24315.5,0
San Pedro,3.18E+18,24304.5,0
Santa Rita,9.20E+18,24300,0
Santa Rita,-5.59E+18,24300,0
Santa Rita,6.28E+18,24300,0
Ciudad Capri,2.33E+18,24288,0
Ciudad Capri,8.00E+18,24288,0
Urbanización Tequendama,3.70E+18,24265,0
Urbanización Tequendama,-2.80E+18,24265,0
Urbanización Tequendama,-3.47E+18,24265,0
Urbanización Tequendama,6.36E+18,24265,0
Urbanización Tequendama,-1.53E+18,24265,0
Urbanización Tequendama,2.21E+18,24265,0
Urbanización Tequendama,-8.61E+18,24265,0
Urbanización Tequendama,5.30E+18,24265,0
Urbanización Tequendama,-6.68E+18,24265,0
Urbanización Tequendama,5.16E+18,24265,0
Urbanización Tequendama,6.80E+18,24265,0
Urbanización Tequendama,4.06E+18,24265,0
Urbanización Tequendama,-4.67E+18,24265,0
Urbanización Tequendama,7.37E+17,24265,0
Urbanización Tequendama,7.88E+17,24265,0
Urbanización Tequendama,-6.51E+18,24265,0
Urbanización Tequendama,6.82E+17,24265,0
Urbanización Tequendama,-3.22E+18,24265,0
Urbanización Tequendama,-1.45E+18,24265,0
Urbanización Tequendama,-3.39E+18,24265,0
Urbanización Tequendama,6.05E+18,24265,0
Urbanización Tequendama,4.54E+18,24265,0
Las Delicias,7.28E+18,24245,0
Las Delicias,-5.79E+18,24245,0
Las Delicias,7.25E+18,24245,0
Las Delicias,1.58E+18,24245,0
Las Delicias,-1.10E+18,24245,0
Las Delicias,-1.59E+17,24245,0
Las Delicias,-7.50E+18,24245,0
Las Delicias,4.25E+18,24245,0
Las Delicias,-8.42E+18,24245,0
Urbanización Militar,1.20E+18,24240,0
Urbanización Militar,2.97E+18,24240,0
El Troncal,2.68E+18,24210,0
El Troncal,2.53E+18,24210,0
Urbanización San Juaquín,7.82E+18,24200,0
El Calvario,3.50E+18,24090,0
